"Tag","Text"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 141","https://pec.ac.in/institute-functionaries#tab3"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 142","https://pec.ac.in/institute-functionaries#tab4"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 143","https://pec.ac.in/institute-functionaries#tab5"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 144","https://pec.ac.in/institute-functionaries#tab20"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 145","https://pec.ac.in/institute-functionaries#tab6"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 146","https://pec.ac.in/institute-functionaries#tab7"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 147","https://pec.ac.in/institute-functionaries#tab8"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 148","https://pec.ac.in/institute-functionaries#tab9"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 149","https://pec.ac.in/institute-functionaries#tab10"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 150","https://pec.ac.in/institute-functionaries#tab11"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 151","https://pec.ac.in/institute-functionaries#tab15"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 152","https://pec.ac.in/institute-functionaries#tab12"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 153","https://pec.ac.in/institute-functionaries#tab14"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 154","https://pec.ac.in/institute-functionaries#tab16"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 155","https://pec.ac.in/institute-functionaries#tab17"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 156","https://pec.ac.in/institute#main-content"
"Title: Institute | Punjab Engineering College"
"p","Quick Links"
"p","The Punjab Engineering College (Deemed to be University), Chandigarh was orginally established as Mugalpura Engineering College at Lahore (now in Pakistan) on November 9, 1921.Towards the end of December 1953, the college shifted to its present campus in Chandigarh to function under Govt. of Punjab."
"p","Read More"
"p","The college campus extends over an area of 149 acres of the land situated close to the beautiful Shivalik hills. The campus is divided into various functional zones like hostels, Main College Building, Administration Block, Residential Complex for staff and faculty and a shopping centre."
"p","Read More"
"p","The college is situated in Sector 12 at the north end of Chandigarh.The college campus extends over an area of 146 acres of the land situated close to the beautiful Shivalik hills."
"p","Read More"
"p","Latest news and information about happenings and events on the campus."
"p","Read More"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 157","https://pec.ac.in/institute#0"
"Title: Institute | Punjab Engineering College"
"p","Quick Links"
"p","The Punjab Engineering College (Deemed to be University), Chandigarh was orginally established as Mugalpura Engineering College at Lahore (now in Pakistan) on November 9, 1921.Towards the end of December 1953, the college shifted to its present campus in Chandigarh to function under Govt. of Punjab."
"p","Read More"
"p","The college campus extends over an area of 149 acres of the land situated close to the beautiful Shivalik hills. The campus is divided into various functional zones like hostels, Main College Building, Administration Block, Residential Complex for staff and faculty and a shopping centre."
"p","Read More"
"p","The college is situated in Sector 12 at the north end of Chandigarh.The college campus extends over an area of 146 acres of the land situated close to the beautiful Shivalik hills."
"p","Read More"
"p","Latest news and information about happenings and events on the campus."
"p","Read More"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 158","https://pec.ac.in/history#main-content"
"Title: History | Punjab Engineering College"
"p","Quick Links"
"p","Punjab Engineering College (Deemed to be University) (PEC) having its roots in Lahore as Mugalpura Engineering College since 1921, moved to its present campus in 1953 as PEC affiliated to Panjab University. The institute became Deemed University in 2003 through a MHRD notification and rechristened as PEC University of Technology in 2009."
"p","It is a Grant-in-Aid institution under administration of Union Territory of Chandigarh, Government of India. The institute has a 146 acres sprawling and pious campus and is house of Chandigarh College of Architecture also. The academic and administrative processes are similar to IITs in the country. The institute governance is through a vibrant Board of Governors, chaired by a renowned industrialist, Sh. Rajinder Gupta. The institute is headed by a Director on 5 years tenure; a position, which is equivalent to Vice Chancellor of Universities."
"p","The institute offers 8 Undergraduate B. Tech. Programmes and 14 Post graduate M. Tech. Programmes in various disciplines of engineering and technology. After becoming University, the institute has also started PhD programme in various disciplines of engineering, science, management, humanities and social sciences. The admission to UG and PG programmes are made through national level examinations namely JEE (Mains) and GATE respectively. There are 9 academic departments and 2 centers of excellence."
"p","The faculty of academic departments and centers is involved in cutting edge research and development works. The institute collaborates very closely with research organisations, industries, alumni and other academic institutions both India and abroad, and has signed MoUs to pursue joint research in niche areas. The students graduating from this institute are placed in highly reputed companies with handsome salary packages."
"p","With a history of about 96 years now, the institute has produced a number of alumni who have earned name and fame both for themselves and the institute."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 159","https://pec.ac.in/history#0"
"Title: History | Punjab Engineering College"
"p","Quick Links"
"p","Punjab Engineering College (Deemed to be University) (PEC) having its roots in Lahore as Mugalpura Engineering College since 1921, moved to its present campus in 1953 as PEC affiliated to Panjab University. The institute became Deemed University in 2003 through a MHRD notification and rechristened as PEC University of Technology in 2009."
"p","It is a Grant-in-Aid institution under administration of Union Territory of Chandigarh, Government of India. The institute has a 146 acres sprawling and pious campus and is house of Chandigarh College of Architecture also. The academic and administrative processes are similar to IITs in the country. The institute governance is through a vibrant Board of Governors, chaired by a renowned industrialist, Sh. Rajinder Gupta. The institute is headed by a Director on 5 years tenure; a position, which is equivalent to Vice Chancellor of Universities."
"p","The institute offers 8 Undergraduate B. Tech. Programmes and 14 Post graduate M. Tech. Programmes in various disciplines of engineering and technology. After becoming University, the institute has also started PhD programme in various disciplines of engineering, science, management, humanities and social sciences. The admission to UG and PG programmes are made through national level examinations namely JEE (Mains) and GATE respectively. There are 9 academic departments and 2 centers of excellence."
"p","The faculty of academic departments and centers is involved in cutting edge research and development works. The institute collaborates very closely with research organisations, industries, alumni and other academic institutions both India and abroad, and has signed MoUs to pursue joint research in niche areas. The students graduating from this institute are placed in highly reputed companies with handsome salary packages."
"p","With a history of about 96 years now, the institute has produced a number of alumni who have earned name and fame both for themselves and the institute."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 160","https://pec.ac.in/vision#main-content"
"Title: Vision & Mission | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 161","https://pec.ac.in/vision#0"
"Title: Vision & Mission | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 162","https://pec.ac.in/campus#main-content"
"Title: Campus | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 163","https://pec.ac.in/campus#0"
"Title: Campus | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 164","https://pec.ac.in/location#main-content"
"Title: Location | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 165","https://pec.ac.in/location#0"
"Title: Location | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 166","https://pec.ac.in/all_events#main-content"
"Title: Event | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 167","https://pec.ac.in/all_events#0"
"Title: Event | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 168","https://pec.ac.in/events/6th-international-yoga-day"
"Title: 6th International Yoga Day | Punjab Engineering College"
"p","Quick Links"
"p","On the occasion of the 6th International Yoga Day. Punjab Engineering College (Deemed to be University) celebrated by holding an early morning Yoga session for its faculty and students. The session, held online via Google Meet, was graced by the presence of Dr. Sanjay Batish (ADSA Sports), Dr. Sanjeev Kumar (DSA), Prof. Ankit Yadav (OI, Sports), and many more of the faculty and staff."
"p","The session was conducted by the esteemed Yoga instructor, Sunil Kumar, who has a Ph.D in Yoga from Himachal Pradesh University, and has been associated with PEC since 2015."
"p","The session began with him explaining the numerous benefits and importance of this activity, and how vital is it for our physical and mental health, especially given the current situation of the world. His 45 minute Yoga session focused heavily on breathing techniques and posture."
"p","The session ended with Dr. Sanjay and Dr. Sanjeev thanking everyone for joining, and delivering the vote of thanks to instructor Sunil. They too emphasised the importance of Yoga and physical exercise, and keeping good health during this global pandemic. Plans were also made to include a daily Yoga session for the upcoming online semester, as it would be very beneficial for faculty and student alike."
"p","To quote the brilliant words of Sunil, ‘Yoga is an effective tool while facing uncertainty and anxiety in this difficult time.’"
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 169","https://pec.ac.in/events/case-study-mitigating-traffic-congestion-chandigarh-nayagaon-stretch"
"Title: A Case Study on Mitigating Traffic Congestion of Chandigarh - Nayagaon Stretch | Punjab Engineering College"
"p","Quick Links"
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 170","https://pec.ac.in/events/pec-student-bagged-asce-student-leadership-award"
"Title: PEC Student Bagged ASCE Student Leadership Award | Punjab Engineering College"
"p","Quick Links"
"p","The American Society of Civil Engineers (ASCE) technical society at PEC Chandigarh has bagged another international award from ASCE headquarters. Ms. Nancy Loat a final year civil engineering student and member of ASCE PEC has been awarded the prestigious ‘Student Leadership Award 2020’ by the committee at ASCE Headquarters, Virginia, USA. This award is given to only six students of ASCE Chapters across the globe."
